Swedish,English
månaden,the month
inspektör,inspector
förstört,destroyed
bilderna,the pictures
grabb,Guy
rykte,reputation
född,born
röka,smoke
mening,sense
förbannade,cursed
kelly,kelly
klänning,dress
bråka,argue
kläderna,the clothes
kall,cold
saknade,missed
svåra,difficult
byggde,built
stig,path
fortare,faster
otrolig,incredible
bitti,bitty
öppnade,opened
förvirrad,confused
b,b
uppenbarligen,obviously
annie,annie
tomt,plot
cool,cool
herren,the gentleman
kyssa,kiss
mod,Courage
patient,patient
knä,knee
lyckats,succeeded
långsamt,slowly
lägenheten,the apartment
vitt,White
dej,dough
kompisar,friends
kilo,kilo
skära,cut
m,m
fungerade,worked
program,program
julia,Julia
skrämma,scare
betyda,mean
rörde,touched
legat,laid
botten,bottom
planerar,plans
språk,language
sparka,kick
scenen,the stage
bud,bid
mars,March
råkade,happened
fingeravtryck,fingerprint
julie,July
slagit,struck
vars,whose
naken,naked
lådan,the box
snarare,rather
lördag,Saturday
ting,things
åsikt,opinion
käft,jaw
byn,the village
kim,Kim
for,for
brinner,burning
lögnare,liar
flaska,bottle
kalifornien,California
syn,view
paus,Pause
rosa,pink
upptäckte,discovered
armen,the arm
bestämde,decided
hitler,Hitler
styra,control
överlevde,survived
stryk,stroke
erfarenhet,experience
lade,laid
besöka,visit
filmer,films
längs,along
imponerande,impressive
andre,second
bomb,Bomb
europa,Europe
druckit,drunk
växa,grow
familjer,families
uppför,up
söta,sweet
gisslan,hostage
ligg,lie down
behov,needs
elva,eleven
by,village
störa,interfere with
gäster,guests
fakta,facts
lågt,low
sjukdom,disease
sheriff,sheriff
tider,times
vunnit,won
lust,desire
knäpp,wacky
pressen,the press
behåll,keep
stjäl,steal
mera,more
nätet,the net
tydligt,clearly
läkaren,the doctor
kroppar,bodies
fjärde,fourth
bög,gay
gratulerar,Congratulations
rock,coat
bomben,the bomb
enkel,simple
snuten,the cop
pojkarna,the boys
varifrån,from whence
finna,find
blind,blind
åratal,years
chicago,Chicago
ytterligare,further
ah,ah
da,da
ledigt,off
djävulen,the devil
suttit,sat
gary,Gary
sång,singing
tufft,tough
hästar,horses
fantastiska,fantastic
texas,Texas
rick,rick
fruktansvärt,terrible
lady,Lady
yngre,younger
victor,victor
starkt,strong
såhär,like this
robin,robin
flygplatsen,the airport
svärd,sword
howard,Howard
förbannad,cursed
laura,Laura
skadar,damages
skrika,scream
lyssnade,listened
såja,sow
viktigare,more important
fy,phew
mitten,middle
skrek,screamed
orden,the words
totalt,in total
larry,larry
verkliga,real
risk,risk
hörnet,the corner
mirakel,miracle
krossa,crush
gammalt,old
pund,pound
nivå,level
hejdå,goodbye
halvtimme,half an hour
amanda,amanda
sur,sad
drottningen,the queen
längst,farthest
konst,art
vittne,witness
programmet,the program
universum,universe
radion,the radio
modig,brave
personligen,personally
park,park
erbjuder,offers
maggie,Maggie
träffats,met
kvinnorna,the women
mörka,dark
signal,signal
godnatt,good night
ledig,free
mesta,most
märke,make
prins,prince
träff,hit
cancer,cancer
dödades,was killed
favorit,favorite
elden,the fire
röker,smoking
därinne,in there
snygga,good-looking
näsan,the nose
människan,the human being
elizabeth,Elizabeth
hjälpt,helped
marcus,Marcus
doug,doug
labbet,the lab
tim,hour
mans,man's
måndag,Monday
benet,the leg
gömde,hid
förde,brought
datorn,the computer
ögat,the eye
elak,mean
smith,smith
rättvist,fair
månen,the moon
tyskland,Germany
komplicerat,complicated
erbjuda,offer
fylla,fill
köp,buy
skulden,the debt
jävlas,fucking
visat,shown
jackie,jackie
äckligt,disgusting
polare,poles
undersöka,examine
kula,ball
nyfiken,curious
fönster,window
använt,used
ställen,places
mjölk,milk
roger,roger
oskyldiga,innocent
varning,warning
risken,the risk
brevet,the letter
rygg,back
fixade,fixed
stängt,closed
ross,ross
finner,finds
josh,Josh
mänskliga,human
meddela,inform
amen,Amen
hälsar,greets
kulor,bullets
kniven,the knife
ende,end
glädje,Joy
humör,humor
underbara,wonderful
märkt,marked
kollega,colleague
känn,feel
tunga,tongue
data,data
hannah,hannah
vegas,Vegas
gruppen,the group
befinner,is located
angeles,angeles
foto,photo
linda,wind
snut,cop
skäms,ashamed
dans,dance
gräva,dig
taylor,Taylor
konstiga,strange
helen,Helen
vuxna,adults
därute,out there
satan,the devil
smärtan,the pain
funka,work
äran,the honor
dean,dean
flyg,flight
utredningen,the investigation
hank,hank
rött,RED
tappa,lose
sean,Sean
räknas,is counted
anar,sense
alltför,too
donna,donna
våningen,floor
fitta,pussy
bravo,Bravo
funderar,pondering
gäst,guest
morfar,grandfather
falla,fall
miles,miles
punkt,point
hemlig,secret
frågat,asked
detaljer,details
tappar,drops
nathan,nathan
missat,missed
roliga,fun
trott,believed
grader,degrees
kamera,camera
misslyckas,fail
lösning,solution
skador,injuries
oskadd,unharmed
spelat,played
ambulans,ambulance
flydde,fled
tjugo,twenty
hundratals,hundreds
hörs,can be heard
whisky,whiskey
tåg,train
besatt,obsessed
lön,salary
simma,swim
kod,code
existerar,exists
lögner,lies
intresse,interest
träna,train
bruce,Bruce
tillåter,allows
parken,the park
hämnas,revenge
avstånd,distance
gröna,greens
tvivlar,doubt
kina,China
molly,molly
skjuts,ride
rapportera,Report
sommaren,the summer
show,show
livs,of life
karen,the fellow
våran,ours
bron,the bridge
tålamod,Patience
you,you
släkt,family
gubben,the old man
uppgift,task
gibbs,Gibbs
res,res
hittills,to date
straff,penalty
samvete,conscience
domaren,the judge
jamie,jamie
grymt,cruelly
store,great
stjärna,star
kurs,course
informationen,the information
school,school
rad,row
patrick,patrick
begravning,funeral
söndag,Sunday
bäste,best
klocka,clock
personliga,personal
mardröm,nightmare
kontrollen,the control
mobilen,the mobile phone
sidor,pages
ödet,Fate
erbjöd,offered
leonard,Leonard
lukten,the smell
april,April
ljudet,the sound
funderat,pondered
sovit,slept
tyskarna,the Germans
vänlig,friendly
handla,act
kunder,customers
lysande,brilliant
knullar,fucks
resultat,results
gräs,grass
glass,ice cream
mexiko,mexico
sistone,lately
plikt,duty
smak,taste
ungen,the kid
närmaste,nearest
geni,genius
verkligheten,the reality
drag,features
riskera,risk
cole,cole
drömde,dreamed
valet,the choice
ro,tranquility
verkligt,real
bråk,fraction
väcka,wake up
teori,theory
promenad,walk
roy,roy
skillnaden,the difference
king,king
erkänner,admits
prinsessan,the princess
rita,draw
hatade,hated
bergen,the mountains
lös,loose
sinne,mind
champagne,Champagne
levt,lived
kl,at
flyttat,moved
carrie,carry
göras,be done
önska,wish
ångrar,regrets
präst,priest
adressen,the address
strunt,rubbish
ångra,Undo
ändrade,changed
pizza,pizza
sann,TRUE
anne,Anne
likt,like
mänsklig,human
eva,Eve
ond,evil
vännen,the friend
sanna,true
lider,suffers
klok,Wise
kostym,suit
blöder,bleeding
brud,bride
upptäckt,discovered
löst,loosely
beter,behaves
gripa,seize
scen,scene
radio,radio
falska,fake
bank,Bank
bott,lived
författare,Author
flyr,flees
skrämmande,scary
förklaring,explanation
byxor,pants
gordon,gordon
strunta,never mind
hörru,listen
välj,choose
behandlar,treats
klarat,done
ma,Ma
projekt,project
sjön,the lake
godis,candy
startade,started
typen,the type
varna,warn
anfall,attack
löfte,promise
svårare,more difficult
funnits,existed
startar,starts
behandla,treat
kontrakt,contract
märkte,noticed
penny,penny
utrustning,equipment
rymden,space
beroende,dependent
attack,attack
brydde,cared
högst,at most
amerikansk,American
ryska,Russian
agenter,agents
tyler,tyler
historier,stories
svek,betrayal
staten,the state
vakter,guards
vägrade,refused
bytte,switched
delta,participate
drömmer,dreams
bröd,bread
ängel,angel
dock,however
lyft,lift
cooper,cooper
jesse,jess
vittnen,witnesses
sexig,sexy
lex,lex
kyckling,chicken
gemensamt,in common
brown,brown
grym,cruel
hotade,threatened
anledningen,the reason
försvunnen,missing
funkade,worked
mage,stomach
togs,was taken
soffan,the sofa
jord,soil
låda,box
pinsamt,embarrassing
hämtade,picked up
nyckel,key
frid,peace
prov,sample
fullständigt,completely
sväng,turn
hästen,the horse
kommissarie,commissar
internet,internet
jay,yay
stämma,meeting
farliga,dangerous
jacob,Jacob
trivs,enjoy
enorm,huge
övertyga,convince
låtit,let
fritt,free
lida,suffer
utredning,investigation
olagligt,illegal
källa,source
tystnad,silence
färdigt,finished
tas,taken
patienter,patients
verka,act
galning,madman
het,hot
midnatt,midnight
sprit,spirits
maskinen,the machine
talang,talent
kartan,the map
greg,greg
tok,crazy
driva,drive
otrogen,unfaithful
filma,film
mötte,met
terry,Terry
bruden,the bride
kring,around
förlåter,forgives
ordförande,President
respekterar,respects
wayne,wayne
icke,non
restaurang,restaurant
marty,Marty
fixat,fixed
kvarter,block
sällan,rarely
fötterna,the feet
skrik,cry
erbjudande,offer
badrummet,the bathroom
stoppade,stopped
inre,internal
grät,cried
förmåga,ability
ändrat,changed
vände,turned
itu,apart
medborgare,national
choklad,chocolate
skönhet,beauty
krigare,warrior
basen,the base
publiken,the audience
monsieur,monsieur
seger,victory
syfte,purpose
döljer,hides
aaron,Aaron
tvingar,forces
fågel,bird
klokt,wisely
skaffar,acquires
ful,ugly
klär,clothes
känslan,the feeling
rök,smoke
undra,wonder
armar,arms
fortsatte,continued
röven,the ass
ex,ex
bortom,beyond
allvarlig,serious
andrew,andrew
lyder,reads
byggt,built
operationen,the operation
baksidan,the back
njuta,enjoy
betydde,meant
samarbeta,cooperate
våga,dare
frankie,Frankie
sår,wound
madame,Madam
riskerar,risks
fet,fat
miller,miller
edward,edward
marie,Mary
systrar,sisters
porten,the gate
jessica,jessica
black,black
öknen,the desert
uppenbart,obvious
ryssarna,the russians
moster,aunt
accepterar,accepts
identifiera,identify
fånge,Prisoner
paket,package
stulit,stolen
lucas,Lucas
gay,gay
sâ,so
ron,ron
kopia,copy
hatt,hat
gissar,guesses
betalat,paid
lngen,none
villig,willing
sågs,was seen
tjuv,thief
sorg,sorrow
maskin,machine
skorna,the shoes
schyst,nice
led,suffered
sämre,inferior
house,house
förhör,hearing
älskat,loved
skar,cut
hata,hate
trygg,safe
sena,late
önskan,desire
avgöra,determine
ethan,ethane
hängde,hung
heta,hot
nina,Nina
hey,hey
cirka,about
skaka,shake
uppgifter,information
west,west
vänskap,Friendship
misstänkta,suspects
försvunnit,disappeared
makten,the power
hyra,rent
desperat,desperate
röv,ass
walker,walker
enbart,solely
leende,smiling
käre,dear
morbror,uncle
examen,degree
trick,trick
såvida,unless
spränga,blast
färdiga,finished
påverkar,affects
beredda,prepared
rapporten,the report
oftast,most often
derek,Derek
utföra,perform
låsa,lock
miami,Miami
gatorna,the streets
idén,the idea
johnson,Johnson
söner,sons
insidan,the inside
steven,steven
spöke,ghost
jagade,chased
gevär,rifle
skapat,created
svartsjuk,jealous
bränna,burn
medlem,member
gården,the farm
allas,everyone's
varnade,warned
täcker,covers
granne,neighbor
seriöst,seriously
fotboll,football
behövt,needed
fryser,freezes
nate,nate
afrika,Africa
läge,location
dyka,dive
nåväl,Well
misstänkte,suspected
beth,beth
senator,senator
hotar,threatens
bitar,pieces
typiskt,typically
rättigheter,rights
regel,rule
island,Iceland
lurar,lurking
norrut,to the north
strålande,beaming
slyna,slut
trappan,the stairs
koncentrera,concentrate
öron,ears
oskuld,innocence
medveten,aware
bekräfta,confirm
kraften,the power
hårda,hard
bevisen,the evidence
fantasi,fantasy
mördades,was murdered
grönt,green
döma,judge
sålt,sold
stinker,stinks
byxorna,the pants
marknaden,the market
trycka,press
privata,private
earl,earl
am,a.m
innehåller,contains
utbildning,training
albert,Albert
föda,food
professorn,the professor
verklig,real
häng,hang
slogs,fought
gulligt,cute
höghet,highness
lägret,the camp
femte,fifth
minnet,the memory
personal,staff
litade,trusted
meddelandet,the message
samlar,collects
officiellt,officially
vägar,ways
media,media
ställt,posed
doc,doc
fingrar,fingers
inbrott,burglary
trubbel,trouble
dyrt,expensive
reste,traveled
klippa,cut
tvärtom,on the contrary
tyder,indicates
clay,clay
davis,Davis
g,g
förtjänade,deserved
casey,casey
sally,sally
ordnat,arranged
flottan,the fleet
allra,very
foton,photos
angår,concerns
skyldiga,guilty
kliv,stride
hitåt,this way
följt,followed
antal,number
charlotte,Charlotte
brutit,broken
wilson,wilson
vakterna,the guards
däck,deck
spelare,player
ost,cheese
rebecca,rebecca
förälskad,in love
flygplan,aircraft
vikt,weight
klänningen,the dress
katie,Katie
restaurangen,the restaurant
h,h
kännas,feel
raka,straight
tvungna,forced
katten,the cat
linje,line
fångade,caught
vincent,vincent
miljarder,billions
tänderna,the teeth
vädret,the weather
försiktiga,careful
röster,voices
försvar,defense
rida,ride
kvittar,settles
förbereda,prepare
hjälpen,the help
verk,work
faster,aunt
låten,the song
svensk,Swedish
berlin,berlin
sårad,wounded
otur,bad luck
kamp,struggle
naturen,nature
motiv,motive
oscar,Oscar
behåller,keeps
arslet,the ass
junior,junior
firar,celebrating
förrädare,betrayer
mamman,the mother
biljetter,tickets
jakt,hunting
njut,enjoy
yeah,yeah
kommissarien,the commissioner
cent,cent
dubbelt,twice
test,Test
ler,smiles
arbetat,worked
rättegång,trial
avsnitt,section
förbered,prepare
häxa,witch
möt,meet
kommendör,commander
carol,carol
påminna,remind
storlek,size
ovanför,above
beteende,behavior
florida,Florida
skam,shame
motorn,the engine
hårdare,harder
läskigt,scary
signalen,the signal
berget,the mountain
skumt,shady
lovat,promised
parker,parks
brände,burned
meddelanden,messages
jobbig,tough
todd,todd
grav,grave
maste,mast
utnyttja,use
samhället,society
framgång,success
inklusive,including
närvaro,presence
björn,bear
lyckligt,happily
ryssland,Russia
kulan,the bullet
äventyr,adventure
hurså,how so
nacken,the neck
mors,mother's
star,Star
gudarna,the gods
orsaken,the reason
nycklar,keys
berättelse,story
öka,increase
dåre,fool
villkor,terms
rån,robbery
silver,silver
anställda,employees
räcka,hand
hud,skin
satsa,invest
linjen,the line
bete,bait
showen,the show
strömmen,the current
post,mail
borgmästaren,the mayor
trädet,the tree
helg,weekend
ton,tone
ingår,is included
imponerad,impressed
läger,camp
möjliga,possible
stolen,the chair
barnbarn,grandchild
ansvaret,the responsibility
cell,cell
noll,zero
trycker,presses
bio,cinema
randy,randy
speciella,special
slängde,threw away
morden,the murders
andras,others'
serena,serene
värdelös,Useless
nä,no
förtroende,confidence
kontakter,contacts
skräp,debris
klubb,club
experiment,experiment
september,September
bakåt,backwards
kontanter,cash
amerikaner,Americans
kända,known
emellan,between
åklagaren,the prosecutor
sött,cute
alkohol,alcohol
kokain,cocaine
klättra,climb
forskning,research
trist,sad
hissen,the elevator
tål,endure
motstånd,resistance
stilig,stylish
skjutit,shot
grant,grant
expert,expert
läxa,lesson
betty,Betty
hinna,catch up
pojk,boy
borgmästare,mayor
hörni,corner
katastrof,disaster
rösta,vote
lyfta,lift
tjänare,servant
extremt,extremely
bränner,burns
myndigheterna,authorities
används,is used
föräldrarna,the parents
fula,ugly
ursäktar,excuses
jess,jeez
bevisar,proves
koden,the code
stått,stood
snubben,the dude
förstärkning,strengthening
finger,finger
nancy,nancy
rösten,the voice
ellen,Ellen
regering,government
ilska,anger
förhindra,prevent
vilar,resting
sänder,transmits
idioten,the idiot
främling,stranger
agera,act
subba,sub
stängde,closed
hemifrån,from home
räddat,saved
bitch,bitch
misslyckades,failed
allison,allison
förändring,change
tomma,empty
jennifer,Jennifer
ledtråd,clue
möjligheter,facilities
uh,ugh
buss,bus
liz,liz
bryt,break
orsakade,caused
näsa,nose
bebis,baby
längtar,yearning
offra,sacrifice
norra,northern
vilda,wild
bauer,Bauer
blunda,close your eyes
underligt,strangely
högra,right
artikel,article
planerade,planned
harold,Harold
besegra,defeat
tomten,the plot
piller,pill
hålet,the hole
framsteg,progress
mörk,dark
andetag,breath
normala,normal
ytan,the surface
södra,southern
teamet,the team
rymma,accommodate
nämna,mention
pappan,the father
carlos,Carlos
politik,policy
kund,customer
ökar,increases
berg,mountain
ö,island
biten,the bit
pang,bang
måla,paint
torsdag,Thursday
viruset,the virus
torka,dry
marshall,Marshall
ande,Spirit
grön,Green
trasig,broken
identitet,identity
kram,hug
spänn,buckle
sons,son's
krav,claim
magiska,magical
dörrarna,the doors
hindrar,hinders
kaos,CHAOS
misstänker,suspect
inlåst,locked up
enhet,unit
ladda,charge
slita,tear
befria,free
palmer,palm trees
skämta,joke
knark,dope
foten,the foot
feta,fat
hall,hall
värde,value
klädd,dressed
vittna,testify
kämpade,struggled
blanda,mix
evighet,eternity
forskare,researcher
sophie,sophie
sjutton,seventeen
zoe,zoe
dygnet,the day
spion,spy
farsan,the father
jacka,jacket
föremål,subject
åter,re
kyrka,Church
videon,the video
japan,Japanese
femton,Fifteen
slösa,waste
kaptenen,the captain
gjord,made
jodå,yes
spanska,Spanish
roman,novel
enklare,simpler
blair,blair
erik,Erik
white,white
krossade,crushed
stephen,Stephen
ögonblicket,the moment
